Time(s),Ch1(A),Ch2(V),Ch3(V)
2.540000000000000591e-02,-7.168034999999999268e-01,0.000000000000000000e+00,-6.826599999999999726e-04
2.560000000000001164e-02,-7.168034999999999268e-01,-1.365339999999999956e-02,0.000000000000000000e+00
2.579999999999998961e-02,-7.031501000000000001e-01,0.000000000000000000e+00,-1.365319999999999902e-02
2.599999999999999534e-02,-7.031501000000000001e-01,0.000000000000000000e+00,-1.399452999999999982e-02
2.620000000000000107e-02,-6.826699999999999990e-01,-1.365339999999999956e-02,2.389309999999999958e-03
2.640000000000000679e-02,-6.826699999999999990e-01,0.000000000000000000e+00,1.023990000000000013e-03
2.660000000000001252e-02,-6.690165999999999613e-01,-6.826699999999999782e-03,-1.058122999999999876e-02
2.679999999999999050e-02,-6.690165999999999613e-01,0.000000000000000000e+00,-1.023989999999999970e-02
2.699999999999999623e-02,-6.553632000000000346e-01,-6.826699999999999782e-03,3.071969999999999822e-03
2.720000000000000195e-02,-6.553632000000000346e-01,-6.826699999999999782e-03,-1.160521999999999943e-02
2.740000000000000768e-02,-6.348831000000000335e-01,6.826699999999999782e-03,5.802609999999999713e-03
2.760000000000001341e-02,-6.348831000000000335e-01,0.000000000000000000e+00,-5.119949999999999848e-03
2.779999999999999138e-02,-6.212296999999999958e-01,6.826699999999999782e-03,5.119949999999999848e-03
2.799999999999999711e-02,-6.212296999999999958e-01,-6.826699999999999782e-03,-4.778619999999999916e-03
2.820000000000000284e-02,-6.075762999999999581e-01,6.826699999999999782e-03,7.850589999999999305e-03
2.840000000000000857e-02,-6.075762999999999581e-01,0.000000000000000000e+00,-4.778619999999999916e-03
2.860000000000001430e-02,-5.939229000000000314e-01,6.826699999999999782e-03,8.874579999999999969e-03
2.879999999999999227e-02,-5.870961999999999570e-01,6.826699999999999782e-03,1.194655000000000022e-02
2.899999999999999800e-02,-5.734428000000000303e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.920000000000000373e-02,-5.734428000000000303e-01,1.365339999999999956e-02,1.433585999999999888e-02
2.940000000000000946e-02,-5.597893999999999926e-01,0.000000000000000000e+00,1.365319999999999945e-03
