Time(s),Ch1(V),Ch2(A)
1.960000000000003406e-03,3.413299999999999668e-02,3.413299999999999668e-02
1.980000000000009530e-03,3.413299999999999668e-02,3.413299999999999668e-02
2.000000000000001776e-03,3.413299999999999668e-02,3.413299999999999668e-02
2.020000000000007900e-03,3.413299999999999668e-02,6.826599999999999335e-02
2.040000000000000147e-03,3.413299999999999668e-02,3.413299999999999668e-02
2.060000000000006271e-03,3.413299999999999668e-02,6.826599999999999335e-02
2.079999999999998517e-03,3.413299999999999668e-02,3.413299999999999668e-02
2.100000000000004641e-03,3.413299999999999668e-02,6.826599999999999335e-02
2.119999999999996887e-03,3.413299999999999668e-02,6.826599999999999335e-02
2.140000000000003011e-03,3.413299999999999668e-02,6.826599999999999335e-02
2.160000000000009135e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.180000000000001381e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.200000000000007505e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.219999999999999751e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.240000000000005875e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.259999999999998122e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.280000000000004245e-03,6.826599999999999335e-02,1.365319999999999867e-01
2.299999999999996492e-03,6.826599999999999335e-02,1.023989999999999900e-01
2.320000000000002616e-03,3.413299999999999668e-02,1.023989999999999900e-01
2.340000000000008740e-03,3.413299999999999668e-02,1.365319999999999867e-01
2.360000000000000986e-03,3.413299999999999668e-02,1.365319999999999867e-01
2.380000000000007110e-03,3.413299999999999668e-02,1.365319999999999867e-01
2.399999999999999356e-03,3.413299999999999668e-02,1.365319999999999867e-01
2.420000000000005480e-03,3.413299999999999668e-02,1.365319999999999867e-01
2.439999999999997726e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.460000000000003850e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.479999999999996096e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.500000000000002220e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.520000000000008344e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.540000000000000591e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.560000000000006715e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.579999999999998961e-03,3.413299999999999668e-02,1.706649999999999834e-01
2.600000000000005085e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.619999999999997331e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.640000000000003455e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.660000000000009579e-03,6.826599999999999335e-02,2.047979999999999801e-01
2.680000000000001825e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.700000000000007949e-03,3.413299999999999668e-02,2.389309999999999767e-01
2.720000000000000195e-03,3.413299999999999668e-02,2.047979999999999801e-01
2.740000000000006319e-03,3.413299999999999668e-02,2.389309999999999767e-01
2.759999999999998566e-03,3.413299999999999668e-02,2.389309999999999767e-01
2.780000000000004690e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.799999999999996936e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.820000000000003060e-03,3.413299999999999668e-02,2.389309999999999767e-01
2.840000000000009184e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.860000000000001430e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.880000000000007554e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.899999999999999800e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.920000000000005924e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.939999999999998170e-03,3.413299999999999668e-02,2.730639999999999734e-01
2.960000000000004294e-03,3.413299999999999668e-02,3.071969999999999423e-01
2.979999999999996541e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.000000000000002665e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.020000000000008789e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.040000000000001035e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.060000000000007159e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.079999999999999405e-03,3.413299999999999668e-02,3.413299999999999668e-01
3.100000000000005529e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.119999999999997775e-03,3.413299999999999668e-02,3.413299999999999668e-01
3.140000000000003899e-03,3.413299999999999668e-02,3.071969999999999423e-01
3.159999999999996145e-03,6.826599999999999335e-02,3.413299999999999668e-01
3.180000000000002269e-03,6.826599999999999335e-02,3.413299999999999668e-01
3.200000000000008393e-03,3.413299999999999668e-02,3.413299999999999668e-01
3.220000000000000639e-03,6.826599999999999335e-02,3.754629999999999912e-01
3.240000000000006763e-03,6.826599999999999335e-02,3.754629999999999912e-01
3.259999999999999010e-03,6.826599999999999335e-02,3.413299999999999668e-01
3.280000000000005134e-03,3.413299999999999668e-02,3.754629999999999912e-01
3.299999999999997380e-03,6.826599999999999335e-02,3.754629999999999912e-01
3.320000000000003504e-03,6.826599999999999335e-02,3.754629999999999912e-01
3.340000000000009628e-03,3.413299999999999668e-02,3.754629999999999912e-01
3.360000000000001874e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.380000000000007998e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.400000000000000244e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.420000000000006368e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.439999999999998614e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.460000000000004738e-03,6.826599999999999335e-02,4.095959999999999601e-01
3.479999999999996985e-03,6.826599999999999335e-02,4.437289999999999290e-01
